count,coordinates,valname
1113,"[-73.874996, 40.771374]",C2586
1112,"[-73.995845, 40.754068]",C2587
1111,"[-74.00003, 40.708336]",C2588
1111,"[-73.99251, 40.724192]",C2589
1110,"[-73.956726, 40.760863]",C2590
1109,"[-73.963105, 40.696418]",C2591
1109,"[-73.995489, 40.733437]",C2592
1108,"[-73.956934, 40.770762]",C2593
1107,"[-73.95676, 40.710496]",C2594
1107,"[-73.989962, 40.767183]",C2595
1107,"[-73.994118, 40.735313]",C2596
1106,"[-73.929172, 40.797157]",C2597
1104,"[-73.988942, 40.736525]",C2598
1103,"[-74.010542, 40.709154]",C2599
1103,"[-73.967709, 40.802985]",C2600
1103,"[-73.874789, 40.771843]",C2601
1103,"[-73.879262, 40.769897]",C2602
1102,"[-73.996395, 40.667954]",C2603
1102,"[-73.977148, 40.738796]",C2604
1102,"[-73.983444, 40.722019]",C2605
1102,"[-73.962918, 40.791735]",C2606
1101,"[-74.056254, 40.780717]",C2607
1100,"[-74.006558, 40.749533]",C2608
1100,"[-74.006953, 40.729493]",C2609
1099,"[-73.955535, 40.711083]",C2610
1099,"[-74.184098, 40.692216]",C2611
1099,"[-73.92946, 40.79922]",C2612
1099,"[-74.000274, 40.717619]",C2613
1099,"[-73.970042, 40.765466]",C2614
1098,"[-73.956498, 40.767116]",C2615
1098,"[-73.932268, 40.746497]",C2616
1097,"[-73.941569, 40.749079]",C2617
1097,"[-73.975797, 40.748852]",C2618
1096,"[-73.966291, 40.793284]",C2619
1096,"[-73.974457, 40.762293]",C2620
1095,"[-73.999956, 40.718017]",C2621
1095,"[-73.797289, 40.644662]",C2622
1094,"[-73.943427, 40.718934]",C2623
1094,"[-73.786386, 40.648034]",C2624
1093,"[-73.78557, 40.645952]",C2625
1093,"[-74.004653, 40.747023]",C2626
1091,"[-74.024161, 40.762769]",C2627
1090,"[-73.983628, 40.762065]",C2628
1090,"[-73.957873, 40.759906]",C2629
1088,"[-73.979184, 40.693505]",C2630
1088,"[-73.985345, 40.699737]",C2631
1087,"[-73.996392, 40.699559]",C2632
1087,"[-73.949881, 40.780435]",C2633
1085,"[-73.993205, 40.772784]",C2634
1083,"[-73.975792, 40.798769]",C2635
1083,"[-73.934975, 40.73783]",C2636
1082,"[-73.959695, 40.76274]",C2637
1082,"[-73.99575, 40.720896]",C2638
1082,"[-73.980843, 40.688761]",C2639
1081,"[-73.982463, 40.742644]",C2640
1080,"[-73.983548, 40.734263]",C2641
1080,"[-73.954288, 40.810992]",C2642
1080,"[-73.931294, 40.845962]",C2643
1080,"[-74.001933, 40.724552]",C2644
1080,"[-73.982279, 40.767822]",C2645
1080,"[-73.949876, 40.741453]",C2646
1080,"[-73.991539, 40.726874]",C2647
1080,"[-73.964011, 40.773735]",C2648
1079,"[-73.984875, 40.728194]",C2649
1079,"[-74.009371, 40.708614]",C2650
1078,"[-73.873731, 40.771351]",C2651
1076,"[-73.98923, 40.721677]",C2652
1076,"[-73.977362, 40.719427]",C2653
1076,"[-73.993071, 40.757828]",C2654
1076,"[-73.785511, 40.648294]",C2655
1074,"[-73.988658, 40.699194]",C2656
1074,"[-73.982665, 40.739496]",C2657
1072,"[-73.968524, 40.71082]",C2658
1072,"[-73.972955, 40.745567]",C2659
1071,"[-73.96125, 40.77173]",C2660
1071,"[-73.975656, 40.796218]",C2661
1070,"[-73.991796, 40.738507]",C2662
1070,"[-73.963715, 40.696291]",C2663
1068,"[-73.959254, 40.759305]",C2664
1067,"[-73.951774, 40.730831]",C2665
1066,"[-73.98444, 40.728783]",C2666
1065,"[-73.985909, 40.731019]",C2667
1063,"[-74.010465, 40.711535]",C2668
1063,"[-73.973591, 40.74792]",C2669
1061,"[-73.975797, 40.74064]",C2670
1061,"[-73.896349, 40.682802]",C2671
1060,"[-73.973128, 40.764372]",C2672
1058,"[-73.97151, 40.769862]",C2673
1057,"[-74.015313, 40.701684]",C2674
1057,"[-74.184261, 40.699863]",C2675
1057,"[-73.927514, 40.736108]",C2676
1057,"[-73.974044, 40.747296]",C2677
1057,"[-73.981552, 40.768428]",C2678
1056,"[-73.972567, 40.799917]",C2679
1056,"[-73.977517, 40.787014]",C2680
1056,"[-73.93726, 40.745175]",C2681
1056,"[-73.87628, 40.772032]",C2682
1054,"[-73.950338, 40.775565]",C2683
1054,"[-73.866349, 40.771255]",C2684
1054,"[-74.011719, 40.722999]",C2685
1053,"[-73.887245, 40.822298]",C2686
1052,"[-74.000531, 40.75269]",C2687
1052,"[-73.974023, 40.730807]",C2688
1052,"[-73.796972, 40.644755]",C2689
1052,"[-73.985232, 40.768584]",C2690
1052,"[-74.006215, 40.723132]",C2691
1051,"[-73.956338, 40.775593]",C2692
1051,"[-73.985933, 40.740871]",C2693
1050,"[-73.963447, 40.760452]",C2694
1050,"[-73.989859, 40.762233]",C2695
1049,"[-73.961608, 40.764365]",C2696
1049,"[-73.975545, 40.7962]",C2697
1048,"[-73.956185, 40.788133]",C2698
1046,"[-73.943131, 40.77834]",C2699
1046,"[-73.990945, 40.739673]",C2700
1046,"[-73.981622, 40.779504]",C2701
1045,"[-73.963476, 40.760429]",C2702
1045,"[-73.978449, 40.794289]",C2703
1044,"[-73.961089, 40.709567]",C2704
1044,"[-73.957535, 40.760206]",C2705
1043,"[-74.008436, 40.744768]",C2706
1043,"[-74.002078, 40.716731]",C2707
1043,"[-74.178079, 40.707417]",C2708
1043,"[-73.992654, 40.73733]",C2709
1042,"[-73.932908, 40.725119]",C2710
1042,"[-73.904718, 40.726314]",C2711
1042,"[-73.982255, 40.769792]",C2712
1041,"[-73.87337, 40.772296]",C2713
1040,"[-73.787796, 40.645215]",C2714
1040,"[-73.952147, 40.741269]",C2715
1040,"[-74.005427, 40.727881]",C2716
1039,"[-74.004291, 40.711067]",C2717
1039,"[-73.973074, 40.745622]",C2718
1039,"[-73.957562, 40.779436]",C2719
1039,"[-73.919751, 40.797408]",C2720
1038,"[-73.955277, 40.788585]",C2721
1038,"[-74.005321, 40.718384]",C2722
1038,"[-73.993322, 40.733304]",C2723
1037,"[-73.966099, 40.716206]",C2724
1036,"[-73.962727, 40.772356]",C2725
1036,"[-73.987108, 40.696038]",C2726
1036,"[-73.953719, 40.782055]",C2727
1035,"[-74.015186, 40.701688]",C2728
1035,"[-73.944941, 40.772692]",C2729
1035,"[-73.92976, 40.786363]",C2730
1033,"[-73.929775, 40.799991]",C2731
1033,"[-74.008051, 40.73938]",C2732
1033,"[-74.001548, 40.709604]",C2733
1031,"[-73.954566, 40.769767]",C2734
1030,"[-73.971344, 40.768549]",C2735
1030,"[-74.005636, 40.750789]",C2736
1030,"[-73.978002, 40.786393]",C2737
1030,"[-74.004372, 40.711216]",C2738
1030,"[-73.982378, 40.768075]",C2739
1029,"[-73.976336, 40.647729]",C2740
1028,"[-73.797813, 40.644762]",C2741
1027,"[-74.014738, 40.701372]",C2742
1027,"[-73.975891, 40.788921]",C2743
1027,"[-73.917253, 40.770472]",C2744
1026,"[-73.836149, 40.812263]",C2745
1026,"[-73.868433, 40.770262]",C2746
1026,"[-73.958217, 40.759652]",C2747
1026,"[-73.976296, 40.746673]",C2748
1026,"[-73.854909, 40.75875]",C2749
1024,"[-73.983958, 40.725473]",C2750
1023,"[-73.957412, 40.765868]",C2751
1021,"[-74.010166, 40.703313]",C2752
1021,"[-74.000174, 40.737861]",C2753
1021,"[-74.012818, 40.701332]",C2754
1021,"[-73.785824, 40.64397]",C2755
1021,"[-73.982909, 40.78522]",C2756
1021,"[-73.948449, 40.584665]",C2757
1021,"[-73.980832, 40.696672]",C2758
1020,"[-73.929862, 40.79994]",C2759
1020,"[-73.983222, 40.762697]",C2760
1020,"[-73.956083, 40.778812]",C2761
1019,"[-73.962018, 40.767809]",C2762
1019,"[-73.98021, 40.780561]",C2763
1019,"[-74.008452, 40.750609]",C2764
1019,"[-73.957227, 40.585127]",C2765
1019,"[-73.786461, 40.641729]",C2766
1018,"[-73.95457, 40.762306]",C2767
1018,"[-73.895121, 40.764344]",C2768
1017,"[-73.956062, 40.710698]",C2769
1017,"[-74.016691, 40.704436]",C2770
1017,"[-73.987159, 40.771033]",C2771
1016,"[-73.871546, 40.771486]",C2772
1016,"[-74.003566, 40.71094]",C2773
1015,"[-73.996665, 40.76674]",C2774
1014,"[-73.97212, 40.745677]",C2775
1014,"[-73.968108, 40.799738]",C2776
1014,"[-73.937203, 40.789763]",C2777
1013,"[-74.00786, 40.746795]",C2778
1013,"[-73.951248, 40.778551]",C2779
1012,"[-73.964095, 40.759724]",C2780
1012,"[-74.006383, 40.733055]",C2781
1012,"[-73.98503, 40.742109]",C2782
1010,"[-74.013114, 40.703588]",C2783
1010,"[-73.979435, 40.735581]",C2784
1010,"[-73.946503, 40.771506]",C2785
1009,"[-73.934352, 40.808125]",C2786
1008,"[-73.969287, 40.803629]",C2787
1006,"[-73.982312, 40.774735]",C2788
1006,"[-73.970918, 40.770705]",C2789
1005,"[-74.014434, 40.711033]",C2790
1005,"[-74.006385, 40.744646]",C2791
1005,"[-73.998196, 40.721063]",C2792
1004,"[-73.960986, 40.709892]",C2793
1003,"[-73.930502, 40.803346]",C2794
1002,"[-73.85856, 40.674269]",C2795
1002,"[-73.957404, 40.782792]",C2796
1001,"[-74.002163, 40.677386]",C2797
1001,"[-73.876428, 40.771589]",C2798
